"","INSTNM","STABBR","ACCREDAGENCY","HIGHDEG","ADM_RATE_ALL","SAT_AVG_ALL","PCIP14","UGDS","COSTT4_A","COSTT4_P","TUITIONFEE_IN","TUITIONFEE_OUT","TUITFTE","INEXPFTE","AVGFACSAL","PCTFLOAN","PAR_ED_PCT_PS","DEP_INC_AVG","DEBT_MDN","AGE_ENTRY","FEMALE","VETERAN","FAMINC","GRADS"
"7017","Purdue University - Purdue Polytechnic Kokomo","IN","Higher Learning Commission",0,"0.55965474319995","1228","NULL","NULL","NULL","NULL","6740","17576","NULL","NULL","NULL","NULL","0.8146189314","101460.00838","17250","19.969792488","0.4732072498","0.0023640662","98016.657604","NULL"
"7018","Purdue University - Purdue Polytechnic Richmond","IN","Higher Learning Commission",0,"0.55965474319995","1228","NULL","NULL","NULL","NULL","6740","17576","NULL","NULL","NULL","NULL","0.8146189314","101460.00838","17250","19.969792488","0.4732072498","0.0023640662","98016.657604","NULL"
"7019","Purdue University - Purdue Polytechnic Lafayette","IN","Higher Learning Commission",0,"0.55965474319995","1228","NULL","NULL","NULL","NULL","6518","15579","NULL","NULL","NULL","NULL","0.8146189314","101460.00838","17250","19.969792488","0.4732072498","0.0023640662","98016.657604","NULL"
"7020","Purdue University - Purdue Polytechnic Vincennes","IN","Higher Learning Commission",0,"0.55965474319995","1228","NULL","NULL","NULL","NULL","5990","5990","NULL","NULL","NULL","NULL","0.8146189314","101460.00838","17250","19.969792488","0.4732072498","0.0023640662","98016.657604","NULL"
"7021","ECPI University-Newport News","VA","Southern Association of Colleges and Schools Commission on Colleges",0,"0.71113881961762","NULL","NULL","NULL","NULL","NULL","14755","NULL","NULL","NULL","NULL","NULL","0.5232751916","48666.49341","13236.5","29.253738318","0.6373831776","0.0193457944","31436.604766","NULL"
"7022","ECPI University-Greensboro","NC","Southern Association of Colleges and Schools Commission on Colleges",0,"0.71113881961762","NULL","NULL","NULL","NULL","NULL","14755","NULL","NULL","NULL","NULL","NULL","0.5232751916","48666.49341","13236.5","29.253738318","0.6373831776","0.0193457944","31436.604766","NULL"
"7023","ECPI University-Charlotte","NC","Southern Association of Colleges and Schools Commission on Colleges",0,"0.71113881961762","NULL","NULL","NULL","NULL","NULL","14755","NULL","NULL","NULL","NULL","NULL","0.5232751916","48666.49341","13236.5","29.253738318","0.6373831776","0.0193457944","31436.604766","NULL"
"7024","ECPI University-Greenville","SC","Southern Association of Colleges and Schools Commission on Colleges",0,"0.71113881961762","NULL","NULL","NULL","NULL","NULL","14755","NULL","NULL","NULL","NULL","NULL","0.5232751916","48666.49341","13236.5","29.253738318","0.6373831776","0.0193457944","31436.604766","NULL"
"7025","ECPI University-Manassas","VA","Southern Association of Colleges and Schools Commission on Colleges",0,"0.71113881961762","NULL","NULL","NULL","NULL","NULL","15211","NULL","NULL","NULL","NULL","NULL","0.5232751916","48666.49341","13236.5","29.253738318","0.6373831776","0.0193457944","31436.604766","NULL"
"7026","ECPI University-Charleston","SC","Southern Association of Colleges and Schools Commission on Colleges",0,"0.71113881961762","NULL","NULL","NULL","NULL","NULL","14755","NULL","NULL","NULL","NULL","NULL","0.5232751916","48666.49341","13236.5","29.253738318","0.6373831776","0.0193457944","31436.604766","NULL"
"7027","ECPI University-Raleigh","NC","Southern Association of Colleges and Schools Commission on Colleges",0,"0.71113881961762","NULL","NULL","NULL","NULL","NULL","14755","NULL","NULL","NULL","NULL","NULL","0.5232751916","48666.49341","13236.5","29.253738318","0.6373831776","0.0193457944","31436.604766","NULL"
"7028","ECPI University-Columbia","SC","Southern Association of Colleges and Schools Commission on Colleges",0,"0.71113881961762","NULL","NULL","NULL","NULL","NULL","14775","NULL","NULL","NULL","NULL","NULL","0.5232751916","48666.49341","13236.5","29.253738318","0.6373831776","0.0193457944","31436.604766","NULL"
"7029","ECPI University-Concord","NC","NULL",0,"0.71113881961762","NULL","NULL","NULL","NULL","NULL","14775","NULL","NULL","NULL","NULL","NULL","0.5232751916","48666.49341","13236.5","29.253738318","0.6373831776","0.0193457944","31436.604766","NULL"
"7030","ECPI University-Culinary Institute of Virginia","VA","Southern Association of Colleges and Schools Commission on Colleges",0,"0.71113881961762","NULL","NULL","NULL","NULL","NULL","14973","NULL","NULL","NULL","NULL","NULL","0.5232751916","48666.49341","13236.5","29.253738318","0.6373831776","0.0193457944","31436.604766","NULL"
"7031","ECPI University-Virginia Beach Health Sciences","VA","Southern Association of Colleges and Schools Commission on Colleges",0,"0.71113881961762","NULL","NULL","NULL","NULL","NULL","14775","NULL","NULL","NULL","NULL","NULL","0.5232751916","48666.49341","13236.5","29.253738318","0.6373831776","0.0193457944","31436.604766","NULL"
"7032","ECPI University-Richmond South","VA","Southern Association of Colleges and Schools Commission on Colleges",0,"0.71113881961762","NULL","NULL","NULL","NULL","NULL","14775","NULL","NULL","NULL","NULL","NULL","0.5232751916","48666.49341","13236.5","29.253738318","0.6373831776","0.0193457944","31436.604766","NULL"
"7033","ECPI University-Innsbrook","VA","Southern Association of Colleges and Schools Commission on Colleges",0,"0.71113881961762","NULL","NULL","NULL","NULL","NULL","14775","NULL","NULL","NULL","NULL","NULL","0.5232751916","48666.49341","13236.5","29.253738318","0.6373831776","0.0193457944","31436.604766","NULL"
"7034","ECPI University-Richmond West","VA","Southern Association of Colleges and Schools Commission on Colleges",0,"0.71113881961762","NULL","NULL","NULL","NULL","NULL","14775","NULL","NULL","NULL","NULL","NULL","0.5232751916","48666.49341","13236.5","29.253738318","0.6373831776","0.0193457944","31436.604766","NULL"
"7035","ECPI University - Roanoke","VA","Southern Association of Colleges and Schools Commission on Colleges",0,"0.71113881961762","NULL","NULL","NULL","NULL","NULL","14755","NULL","NULL","NULL","NULL","NULL","0.5232751916","48666.49341","13236.5","29.253738318","0.6373831776","0.0193457944","31436.604766","NULL"
"7036","ECPI University - College of Nursing - Orlando","FL","Southern Association of Colleges and Schools Commission on Colleges",0,"0.71113881961762","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.5232751916","48666.49341","13236.5","29.253738318","0.6373831776","0.0193457944","31436.604766","NULL"
"7037","Vista College Amarillo","TX","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4390336694","26940.717981","12076.5","29.101028865","0.6686196056","0.0161474707","20003.986853","NULL"
"7038","Vista College Lubbock","TX","Council on Occupational Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4390336694","26940.717981","12076.5","29.101028865","0.6686196056","0.0161474707","20003.986853","NULL"
"7039","Computer Career Center-Las Cruces","NM","Council on Occupational Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4390336694","26940.717981","12076.5","29.101028865","0.6686196056","0.0161474707","20003.986853","NULL"
"7040","Vista College-Beaumont","TX","Council on Occupational Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4390336694","26940.717981","12076.5","29.101028865","0.6686196056","0.0161474707","20003.986853","NULL"
"7041","Vista College-Longview","TX","Council on Occupational Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4390336694","26940.717981","12076.5","29.101028865","0.6686196056","0.0161474707","20003.986853","NULL"
"7042","Vista College-Killeen","TX","Council on Occupational Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4390336694","26940.717981","12076.5","29.101028865","0.6686196056","0.0161474707","20003.986853","NULL"
"7043","Vista College - College Station","TX","Council on Occupational Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4390336694","26940.717981","12076.5","29.101028865","0.6686196056","0.0161474707","20003.986853","NULL"
"7044","Vista College - Ft. Smith","AR","Council on Occupational Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4390336694","26940.717981","12076.5","29.101028865","0.6686196056","0.0161474707","20003.986853","NULL"
"7045","Fremont College","CA","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4595959596","32134.666667","20000","29.583643123","0.6319702602","PrivacySuppressed","22245.234201","NULL"
"7046","Rob Roy Academy - Woonsocket","RI","National Accrediting Commission of Career Arts and Sciences",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.546875","35588.402299","6569","26.019607843","0.4656862745","PrivacySuppressed","23115.916667","NULL"
"7047","CC's Cosmetology College","OK","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4642857143","PrivacySuppressed","12750","31.657894737","PrivacySuppressed","PrivacySuppressed","8022","NULL"
"7048","CC's Cosmetology College","OK","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4642857143","PrivacySuppressed","12750","31.657894737","PrivacySuppressed","PrivacySuppressed","8022","NULL"
"7049","CC's Cosmetology College-Texarkana","TX","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4642857143","PrivacySuppressed","12750","31.657894737","PrivacySuppressed","PrivacySuppressed","8022","NULL"
"7050","CC's Cosmetology College-Texarkana","AR","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4642857143","PrivacySuppressed","12750","31.657894737","PrivacySuppressed","PrivacySuppressed","8022","NULL"
"7051","YTI Career Institute - Altoona","PA","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4393305439","51423.081967","9457.5","26.339622642","0.7849056604","PrivacySuppressed","31631.192453","NULL"
"7052","SW School of Business & Technical Careers","TX","Council on Occupational Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.3823529412","35602.461538","2607","28.010204082","PrivacySuppressed","PrivacySuppressed","22121.336735","NULL"
"7053","SW School of Business & Technical Careers","TX","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.3823529412","35602.461538","2607","28.010204082","PrivacySuppressed","PrivacySuppressed","22121.336735","NULL"
"7054","SW School of Business and Technical Careers-Del Rio","TX","Council on Occupational Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.375","26993.814286","3500","25.878612717","0.9248554913","PrivacySuppressed","22420.040462","NULL"
"7055","SW School of Business and Technical Careers-North Campus","TX","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.375","26993.814286","3500","25.878612717","0.9248554913","PrivacySuppressed","22420.040462","NULL"
"7056","SW School of Business and Technical Careers-South Campus","TX","Council on Occupational Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.375","26993.814286","3500","25.878612717","0.9248554913","PrivacySuppressed","22420.040462","NULL"
"7057","Westech College","CA","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4282238443","28411.513043","9325","26.050847458","0.7271186441","0.0237288136","16935.052542","NULL"
"7058","Westech College","CA","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4282238443","28411.513043","9325","26.050847458","0.7271186441","0.0237288136","16935.052542","NULL"
"7059","Everglades University-Orlando","FL","Southern Association of Colleges and Schools Commission on Colleges",0,"0.74355495251017","NULL","NULL","NULL","NULL","NULL","16400","NULL","NULL","NULL","NULL","NULL","0.5819761129","52965","19668","33.50527325","0.552253116","0.0316395014","31493.812081","NULL"
"7060","Everglades University-Sarasota","FL","Southern Association of Colleges and Schools Commission on Colleges",0,"0.74355495251017","NULL","NULL","NULL","NULL","NULL","16400","NULL","NULL","NULL","NULL","NULL","0.5819761129","52965","19668","33.50527325","0.552253116","0.0316395014","31493.812081","NULL"
"7061","Everglades University - Tampa","FL","Southern Association of Colleges and Schools Commission on Colleges",0,"0.74355495251017","NULL","NULL","NULL","NULL","NULL","16400","NULL","NULL","NULL","NULL","NULL","0.5819761129","52965","19668","33.50527325","0.552253116","0.0316395014","31493.812081","NULL"
"7062","Florida National University-South Campus","FL","Southern Association of Colleges and Schools Commission on Colleges",0,"NULL","NULL","NULL","NULL","NULL","NULL","13250","NULL","NULL","NULL","NULL","NULL","0.4337837838","17279.235936","12237","29.546687132","0.7377845996","0.005372218","16882.256843","NULL"
"7063","Florida National University Training Center","FL","Southern Association of Colleges and Schools Commission on Colleges",0,"NULL","NULL","NULL","NULL","NULL","NULL","13250","NULL","NULL","NULL","NULL","NULL","0.4337837838","17279.235936","12237","29.546687132","0.7377845996","0.005372218","16882.256843","NULL"
"7064","Connecticut Aero Tech  School","CT","Council on Occupational Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","28.1","PrivacySuppressed","PrivacySuppressed","24232.7","NULL"
"7065","Compu-Med Vocational Careers Corp","FL","Accrediting Commission of Career Schools and Colleges",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.397338403","9829.6382979","PrivacySuppressed","33.061461794","0.9451827243","PrivacySuppressed","7437.4883721","NULL"
"7066","Technical Education Center Osceola - St. Cloud Campus","FL","Council on Occupational Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.5278396437","25255.149813","PrivacySuppressed","26.595446585","0.5586690018","PrivacySuppressed","20496.168126","NULL"
"7067","Technical Education Center Osceola - Poinciana Campus","FL","Council on Occupational Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.5278396437","25255.149813","PrivacySuppressed","26.595446585","0.5586690018","PrivacySuppressed","20496.168126","NULL"
"7068","Southeastern College-Miami Lakes","FL","Accrediting Commission of Career Schools and Colleges",0,"NULL","NULL","NULL","NULL","NULL","NULL","18288","NULL","NULL","NULL","NULL","NULL","0.4819277108","30785.353535","12271","31.155328798","0.835600907","0.0113378685","22867.936508","NULL"
"7069","Southeastern College-St. Petersburg","FL","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4819277108","30785.353535","12271","31.155328798","0.835600907","0.0113378685","22867.936508","NULL"
"7070","Southeastern College-New Port Richey","FL","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4819277108","30785.353535","12271","31.155328798","0.835600907","0.0113378685","22867.936508","NULL"
"7071","Southeastern College - Tampa","FL","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4819277108","30785.353535","12271","31.155328798","0.835600907","0.0113378685","22867.936508","NULL"
"7072","Strayer University-Rockville Campus","MD","Middle States Commission on Higher Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","12975","NULL","NULL","NULL","NULL","NULL","0.4627059662","27790.69863","9500","33.360801106","0.7508344853","0.0144306956","23781.134597","NULL"
"7073","Strayer University-Anne Arundel Campus","MD","Middle States Commission on Higher Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","12975","NULL","NULL","NULL","NULL","NULL","0.4627059662","27790.69863","9500","33.360801106","0.7508344853","0.0144306956","23781.134597","NULL"
"7074","Strayer University-White Marsh Campus","MD","Middle States Commission on Higher Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","12975","NULL","NULL","NULL","NULL","NULL","0.4627059662","27790.69863","9500","33.360801106","0.7508344853","0.0144306956","23781.134597","NULL"
"7075","Strayer University-Owings Mills Campus","MD","Middle States Commission on Higher Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","12975","NULL","NULL","NULL","NULL","NULL","0.4627059662","27790.69863","9500","33.360801106","0.7508344853","0.0144306956","23781.134597","NULL"
"7076","California Aeronautical University","CA","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","47363","NULL","NULL","NULL","NULL","NULL","0.5","47829.71028","15136","26.653721683","0.6019417476","PrivacySuppressed","31295.080906","NULL"
"7077","Blue Cliff College","LA","Accrediting Commission of Career Schools and Colleges",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.3629774185","21384.875433","9500","27.655958549","0.869015544","0.0029015544","14968.348601","NULL"
"7078","Franklin Career Institute","NY","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.3127962085","12181.662791","PrivacySuppressed","27.252465483","0.9211045365","PrivacySuppressed","9755.1617357","NULL"
"7079","International Yacht Restoration School","RI","Accrediting Commission of Career Schools and Colleges",0,"1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","106739.18182","9500","29.533333333","PrivacySuppressed","PrivacySuppressed","51603.493333","NULL"
"7080","Texas Barber College - Branch Campus #1","TX","Council on Occupational Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4080944351","27779.439024","9500","29.619804401","0.1821515892","PrivacySuppressed","15915.067237","NULL"
"7081","Texas Barber College - Branch Campus #2","TX","Council on Occupational Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4080944351","27779.439024","9500","29.619804401","0.1821515892","PrivacySuppressed","15915.067237","NULL"
"7082","Texas Barber College - Branch Campus #5","TX","Council on Occupational Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4080944351","27779.439024","9500","29.619804401","0.1821515892","PrivacySuppressed","15915.067237","NULL"
"7083","Design's School of Cosmetology","CA","NULL",0,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.5487179487","54201.095652","5736","26.261802575","PrivacySuppressed","PrivacySuppressed","40324.454936","NULL"
"7084","Strayer University-Nashville Campus","TN","Middle States Commission on Higher Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","12975","NULL","NULL","NULL","NULL","NULL","0.4627059662","27790.69863","9500","33.360801106","0.7508344853","0.0144306956","23781.134597","NULL"
"7085","Strayer University-Shelby Oaks Campus","TN","Middle States Commission on Higher Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","12975","NULL","NULL","NULL","NULL","NULL","0.4627059662","27790.69863","9500","33.360801106","0.7508344853","0.0144306956","23781.134597","NULL"
"7086","Strayer University-Knoxville Campus","TN","Middle States Commission on Higher Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","12975","NULL","NULL","NULL","NULL","NULL","0.4627059662","27790.69863","9500","33.360801106","0.7508344853","0.0144306956","23781.134597","NULL"
"7087","Strayer University-Delaware County Campus","PA","Middle States Commission on Higher Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","12975","NULL","NULL","NULL","NULL","NULL","0.4627059662","27790.69863","9500","33.360801106","0.7508344853","0.0144306956","23781.134597","NULL"
"7088","Strayer University-Center City Campus","PA","Middle States Commission on Higher Education",0,"NULL","NULL","NULL","NULL","NULL","NULL","12975","NULL","NULL","NULL","NULL","NULL","0.4627059662","27790.69863","9500","33.360801106","0.7508344853","0.0144306956","23781.134597","NULL"
